CODENAME        OSARCH        CATEGORY                    PACKAGE                         VERSION                FILENAME                                                 MD5                                     
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_arm64.deb          16384fa801fca7be294fd5379e9b5d89        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_arm64.deb          a53bac4dbc8f20f86ec88f443e673c32        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_arm64.deb          030fc41408963ebc5abd9b6106e61ad3        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_arm64.deb          afde9dbc09083f0147b7b02bbb68cb5f        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_arm64.deb          36b8452beb479f0b1ca68f987e816404        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_armhf.deb          90d001c16177e12da798d3ee33a24035        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_armhf.deb          a216708f6722ad9747e2ca391ae7d671        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_armhf.deb          e12a1895c0daec9b1d0296aa878539a7        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_armhf.deb          44d6ae65db7f7fff7a0041c191705052        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_armhf.deb          ec23bdd3dc1aedab8e6def9d5c95434e        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          2e845b9d4e477021d089d5eb6e521519        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          06f8e340f428fa2824f39905757a67d8        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          d9335420cee19ff59a4d7434ab20def9        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          85590e0b83883bcd148b6e668b19346f        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          71e6dda5a5d4309dba2ca8e9b13adb61        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_amd64.deb          07765fda0197ccf8dc7e14681f3490d3        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_arm64.deb          b6b8b27b6c6ec143a4c3060c17168cb1        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_arm64.deb          82b687e7a27bbe948e833f89b97a4ffd        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_arm64.deb          29639693cbeec0dce4fa70d43e67c8bc        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_arm64.deb          207bccd29497b0f38564c47279f9d92f        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_arm64.deb          ec56ae0ff77272ea1e2471ac798c37bf        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_armhf.deb          d9cdca2bbe598699cf7f40fd673fa613        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_armhf.deb          8d7d1e67f803e6756b473cb5f45e2bea        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_armhf.deb          526a9b17e0409d22ee36027de50f7aea        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_armhf.deb          0ff363af22ec409101a00d06e6ed50dc        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.3.0-libt1.2          qbittorrent-nox_4.3.0-libt1.2-1build1_armhf.deb          43bec5a5b8fd0bce075e164b0f9dec32        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          a23a9d422e00e6a8e747a7b04b30bf40        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          36fd9116206240c4ada285e49c655417        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          5f5e4cc30be8e43be6cb2db1ed73caff        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          fe5d9181a66449ce0fd11e84395ea5ff        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          76141f62501596226858433aee2e4c40        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_amd64.deb          f3bf6db900fff9e27361792e7440fc79        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_arm64.deb          eba1426ae877d44752f820429637205f        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_arm64.deb          c602ef3b6f99bd6c8d376075d201e209        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_arm64.deb          12e99452252bc3e0021a1ae3c3a17cfd        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_arm64.deb          683acfe2ee36af8a5d180a5d5787cd40        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_arm64.deb          c8e593442c807121a8103a3d24e66aa5        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_armhf.deb          f10fbb9cbb605a33533bec29b4f0730b        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_armhf.deb          0eca6780cabf317dd7f50ae072e9bb9c        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_armhf.deb          b4fc38d6f05e928253c3ed56e055a4c0        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_armhf.deb          44cfadeb3115c303e06e9b2fd8feb231        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.3.1-libt1.2          qbittorrent-nox_4.3.1-libt1.2-1build1_armhf.deb          ad929db35b6bf1179a398d4aa0d76a1c        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_amd64.deb          a987e7259c50f1f6e60bf2d4a6fb0c0b        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_amd64.deb          186fac0dbd6823b4d91cb21bdc79c81c        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_amd64.deb          cf179c84413b9f2b3e463be5a245d424        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_amd64.deb          f14b7c0f574291bcb5fa4526bb239872        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_arm64.deb          0c79ed9abd23602ca4bb4057c882eb83        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_arm64.deb          3106e472d5ffd38f014fbb8c42361f88        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_arm64.deb          af76c91b7bffc2c2cf82c3a2ae05e3dd        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_armhf.deb          d609c2096bce378de6bc3cef8f0cc974        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_armhf.deb          97c467e24f2fd0fbf65686abbceb9a10        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.3.2-libt1.2          qbittorrent-nox_4.3.2-libt1.2-1build1_armhf.deb          c2a28346ec85a924a6a71a0ad2a86329        
bionic          amd64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_amd64.deb              d0fbd88a93b5476a6ade07a48fcfab26        
buster          amd64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_amd64.deb              496e98330e7b7585dae2ac908c0861fa        
stretch         amd64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_amd64.deb              7f892bc8eab5c3136b61e2c774b53943        
xenial          amd64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_amd64.deb              7b594a21b6ad7aad7a737a1d97a7be30        
bionic          arm64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_arm64.deb              492e8ca0f7c6d7cf129757ddd818cde5        
buster          arm64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_arm64.deb              4f97344d65b9d847982a92e957fe3436        
stretch         arm64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_arm64.deb              8ed72be4805902a18dde544d596a4774        
xenial          arm64         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_arm64.deb              1dcfe279cede8f1d4f01b575f912cffe        
bionic          armhf         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_armhf.deb              500aa9853cad0388286e1f3c4cf3f283        
buster          armhf         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_armhf.deb              4a56e2a41b033d45814f041c305e2f8c        
stretch         armhf         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_armhf.deb              8b9a1f85fac698b19b45c89f7568b600        
xenial          armhf         qbittorrent                 qbittorrent                     4.1.7-libt1.1          qbittorrent_4.1.7-libt1.1-1build1_armhf.deb              b05f0e580235d25e568dd061408d8b59        
bionic          amd64         qbittorrent                 qbittorrent                     4.1.8-libt1.1          qbittorrent_4.1.8-libt1.1-1build1_amd64.deb              b30822bcbd8bd4e0acfa1766fdd89db5        
buster          amd64         qbittorrent                 qbittorrent                     4.1.8-libt1.1          qbittorrent_4.1.8-libt1.1-1build1_amd64.deb              cf29baabc7fcbf9791fcedebcc0c3dbc        
stretch         amd64         qbittorrent                 qbittorrent                     4.1.8-libt1.1          qbittorrent_4.1.8-libt1.1-1build1_amd64.deb              7b1d35207428ad12dcf6c2c027bcba7c        
xenial          amd64         qbittorrent                 qbittorrent                     4.1.8-libt1.1          qbittorrent_4.1.8-libt1.1-1build1_amd64.deb              464fb9029d45f06355d2b785a19a15d0        
