CODENAME        OSARCH        CATEGORY                    PACKAGE                         VERSION                FILENAME                                                 MD5                                     
bionic          armhf         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           539bf0b7564ad9711257bf4fbf9fdc3b        
buster          amd64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           10e02538f962b604f78842f7e4728e8e        
buster          arm64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           10e02538f962b604f78842f7e4728e8e        
buster          armhf         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           10e02538f962b604f78842f7e4728e8e        
jessie          amd64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           bae2b493b2f1d740d123c0dd416d5c6b        
jessie          armhf         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           03369c519e555b7eb2cfeafafda2be27        
stretch         amd64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           a34375f50d0940cc18716cd1303440f4        
stretch         arm64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           a34375f50d0940cc18716cd1303440f4        
stretch         armhf         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           a34375f50d0940cc18716cd1303440f4        
xenial          amd64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           b0677f259aba37d2a9da0b83cf3de298        
xenial          arm64         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           d094cdd83d3424859558712f621ccfc9        
xenial          armhf         deluge                      deluged                         1.3.15                 deluged_1.3.15-1build1_all.deb                           7753dc8e1fb95a81ad87ff43b8a9edc5        
bionic          amd64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
bionic          arm64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
bionic          armhf         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
bullseye        amd64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            5409562e3f8a1d209ecd42a6d04856d7        
buster          amd64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            970cfbf9c3436ea53779e55e8b1b4858        
buster          arm64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            970cfbf9c3436ea53779e55e8b1b4858        
buster          armhf         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            970cfbf9c3436ea53779e55e8b1b4858        
focal           amd64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
focal           arm64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
focal           armhf         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            c401b6cf5d2a7438aa78008423105ea1        
jammy           amd64         deluge                      deluged                         2.0.3                  deluged_2.0.3-1build1_all.deb                            a8e9d90db4bba01b4eef1dc0743ed8a1        
